"";"powiattyp_nazwa";"l_oddzialow_i";"wojewodztwo";"l_uczniow_i";"jedn_id";"jedn_nazwa";"jedn_kodpoczt";"jedn_poczta";"jedn_ulica";"jedn_domlokal";"jedn_telefon";"jedn_faks";"jedn_email";"jedn_www";"rodzaj_jednostki";"zespol";"organ_prowadzacy";"publiczna";"specyfika_jednostki";"zwiazanie";"wojew_gus";"klasa_wielkosci_miejscowosci";"rodzaj_gminy";"braki_oddzialy";"sample.marker"
"1870";"ziemski";"9.00";"WOJ. MAZOWIECKIE";226;190000079175;"Liceum Ogólnokształcące im. mjra Henryka Dobrzańskiego ""Hubala"" w Raciążu";"09-140";"Raciąż";"Kilińskiego";"64";NA;NA;"";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto do 5 tys.mieszkańców";"gmina miejska";0;"A"
"1153";"grodzki";"19.00";"WOJ. POMORSKIE";484;190000049167;"XII LICEUM OGÓLNOKSZTAŁCĄCE Z KLASAMI SPORTOWYMI";"80-354";"GDAŃSK";"SUBISŁAWA";"22";585579445;585579445;"lo_12@o2.pl";"www.logdansk.boo.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";22;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1661";"grodzki";"14.00";"WOJ. PODLASKIE";398;190000069646;"X Liceum Ogólnokształcące w Białymstoku";"15-703";"Białystok";"Zwycięstwa";"28";856511795;856647433;"szkola@10lo.pl";"10lo.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";20;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"847";"grodzki";"16.00";"WOJ. ŚLĄSKIE";485;190000035565;"V Liceum Ogólnokształcące im. A. Mickiewicza";"42-200";"CZĘSTOCHOWA";"KRAKOWSKA";"29";343242314;343242314;"vlo@vmickiewicz.pl";"www.vmickiewicz.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";24;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"674";"grodzki";"7.00";"WOJ. ŚLĄSKIE";195;190000028627;"VII Liceum Ogólnokształcące";"41-907";"Bytom";"Małachowskiego";"36";NA;NA;"";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";24;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1857";"grodzki";"7.00";"WOJ. MAŁOPOLSKIE";191;190000078496;"XVIII Liceum Ogólnokształcące";"30-147";"Kraków";"Na Błonie";"15 B";126372707;126372707;"szkola@xviiilo.krakow.pl";"www.xviiilo.krakow.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1021";"grodzki";"19.00";"WOJ. DOLNOŚLĄSKIE";606;190000043568;"Liceum Ogólnokształcące Nr XV";"54-436";"Wrocław";"Wojrowicka";"58";713577751;713578475;"sekretariat@loxv.wroclaw.pl";"www.loxv.wroclaw.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";2;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"770";"ziemski";"3.00";"WOJ. ŚLĄSKIE";58;190000032890;"Liceum Ogólnokształcące im. św. E. Stein KSW w Lublińcu";"42-700";"Lubliniec";"ul. Piłsudskiego";"8";343510360;343510360;"dyrektor@szkolaedytystein.pl";"www.szkolaedytystein.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";24;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1697";"ziemski";"4.00";"WOJ. PODLASKIE";109;190000071469;"Liceum Ogólnokształcące w Michałowie";"16-050";"Michałowo";"Sienkiewicza";"5";857189037;857189037;"zespmich@neostrada.pl";"www.zsmichalowo.powiatbialostocki.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";20;"miasto do 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"1931";"grodzki";"2.00";"WOJ. ŚLĄSKIE";38;190000081951;"III Liceum Ogólnokształcące";"41-400";"Mysłowice";"Wielka Skotnica";"84a";322222804;322222804;"zsp3_@myslowice.pl";"zsp3myslowice.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";24;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"430";"grodzki";"5.00";"WOJ. MAZOWIECKIE";82;190000021857;"Liceum ogólnokształcące nr 6";"09-402";"Płock";"Kilińskiego";"4";NA;NA;"";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1046";"ziemski";"2.00";"WOJ. DOLNOŚLĄSKIE";43;190000044469;"LICEUM OGÓLNOKSZTAŁCĄCE";"58-573";"PIECHOWICE";"ŚWIERCZEWSKIEGO";"21";NA;NA;"";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";2;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"167";"grodzki";"6.00";"WOJ. ŁÓDZKIE";148;190000010387;"Publiczne Liceum Ogólnokształcace Uniwersytetu Łódzkiego";"90-222";"Łódź";"Rewolucji 1905r";"66";426655688;426655011;"liceum@uni.lodz.pl";"";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";10;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"174";"grodzki";"13.00";"WOJ. ŁÓDZKIE";382;190000010546;"XX Liceum Ogólnokształcące";"93-558";"Łódź";"Obywatelska";"57";426482819;426482819;"xxlo@toya.net.pl";"www.xxlo.oz.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";10;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"745";"ziemski";"3.00";"WOJ. ŚLĄSKIE";51;190000032001;"Liceum Ogólnokształcące Szkoła Mistrzostwa Sportowego Szczyrk";"43-374";"BUCZKOWICE";"GRUNWALDZKA";"220";338177300;338177300;"liceum@smsszczyrk.pl";"www.smsszczyrk.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";24;"wieś";"gmina wiejska";0;"A"
"104";"grodzki";"13.00";"WOJ. MAŁOPOLSKIE";430;190000007981;"III Liceum Ogólnokształcące";"33-300";"Nowy Sącz";"Grodzka";"34";184438756;184437731;"zse@zse.neska.pl";"www.zse.neska.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1254";"grodzki";"12.00";"WOJ. KUJAWSKO-POMORSKIE";359;190000053516;"VII Liceum Ogólnokształcące";"87-100";"Torun";"Batorego";"39b";566238323;563238323;"lo7@viilo.torun.pl";"www.viilo.torun.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";4;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1106";"ziemski";"16.00";"WOJ. DOLNOŚLĄSKIE";501;190000046512;"I Liceum Ogólnokształcące im. Juliusza Słowackiego w Oleśnicy";"56-400";"Oleśnica";"Słowackiego";"4";713143280;713143280;"lo1@olesnica.pl";"www.lo1.olesnica.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";2;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1847";"ziemski";"6.00";"WOJ. ŁÓDZKIE";106;190000077889;"Liceum Ogólnokształcące";"97-410";"KLESZCZÓW";"SPORTOWA";"8";447316560;447316560;"zspkleszczow@zspkleszczow.pl";"www.zspkleszczow.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";10;"wieś";"gmina wiejska";0;"A"
"1190";"ziemski";"17.00";"WOJ. POMORSKIE";489;190000050487;"I Liceum Ogólnokształcące";"84-230";"Rumia";"Starowiejska";"4";586710622;586710622;"lo1.rumia@op.pl";"www.lo1.rumia.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";22;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"440";"ziemski";"20.00";"WOJ. MAZOWIECKIE";623;190000022250;"Liceum Ogólnokształcące Nr I im. K.I. Gałczyński w Otwocku";"05-400";"Otwock";"Gen. Juliana Filipowicza";"9";227793184;227793574;"lootwock@lo.otwock.ids.pl";"www.lo.otwock.ids.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1257";"grodzki";"2.00";"WOJ. KUJAWSKO-POMORSKIE";62;190000053554;"XII Liceum Ogólnokształcące w Toruniu";"87-100";"Toruń";"Wyszyńskiego";"1/5";566486445;566486445;"zs5@man.torun.pl";"www.zs5.torun.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";4;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1491";"ziemski";"15.00";"WOJ. ŚWIĘTOKRZYSKIE";341;190000062618;"Liceum Ogólnokształcące im. Hugona Kołłątaja";"28-400";"Pińczów";"Nowy Świat";"2";413572843;413572843;"lopinczowdyrekcja@wp.pl";"www.lo.pinczow.com";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";26;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"1159";"grodzki";"4.00";"WOJ. POMORSKIE";123;190000049371;"Katolickie Liceum Ogólnokształcące";"81-168";"Gdynia";"Plac św. Andrzeja";"2";586654280;586654280;"katolik@diecezja.gda.pl";"www.katolik.info.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";22;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"940";"ziemski";"3.00";"WOJ. WIELKOPOLSKIE";86;190000040444;"3-letnie Liceum Ogólnokształcące";"62-604";"KOŚCIELEC";"UL. KOŚCIELNA";"2";632723897;632716369;"zsrckukoscielec@gmail.com";"www.zsrcku-koscielec.4me.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";30;"wieś";"gmina wiejska";0;"A"
"1907";"grodzki";"8.00";"WOJ. LUBELSKIE";177;190000080741;"X Liceum Ogólnokształcące w Lublinie";"20-704";"Lublin";"Wojciechowska";"38";815256691;815256446;"sekretariat@opal.zsel.lublin.pl";"www.zsel.lublin.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";6;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"693";"grodzki";"8.00";"WOJ. ŚLĄSKIE";252;190000029167;"V Liceum Ogólnokształcące im. Wł. Broniewskiego w Katowicach";"40-615";"Katowice";"Gen. Jankego";"65";322028489;322028489;"sekretariat@vlokatowice.eu";"www.vlokatowice.eu";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";24;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1425";"ziemski";"6.00";"WOJ. WARMIŃSKO-MAZURSKIE";122;190000060297;"Liceum Ogólnokształcące w Dobrym Mieście";"11-040";"Dobre Miasto";"Ułańska";"6";896162712;896162712;"liceumodm@post.pl";"www.lo-dm.xip.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";28;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"796";"grodzki";"13.00";"WOJ. ŚLĄSKIE";396;190000034069;"I Liceum Ogólnokształcące";"41-800";"Zabrze";"Wolności";"323";323701372;323701372;"zso@zso.zabrze.pl";"www.zso.zabrze.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";24;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"574";"grodzki";"23.00";"WOJ. MAZOWIECKIE";705;190000026365;"II Liceum Ogólnokształcące im. C.K.Norwida w Ostrołęce";"07-410";"Ostrołęka";"R.Traugutta";"2";297644713;297642919;"Szkola@lo2ost.internetdsl.pl";"http:/www.lo2ost.internetdsl.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"925";"ziemski";"12.00";"WOJ. WIELKOPOLSKIE";372;190000040074;"LO NR II";"63-600";"Kępno";"H. Sienkiewicza";"25";627829900;627829900;"zsz1kepno@oswiata.org.pl";"zsp1kepno.cal.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"703";"grodzki";"5.00";"WOJ. ŚLĄSKIE";172;190000029533;"I Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi";"40-039";"Katowice";"Sienkiewicza";"74";322563601;322563601;"sekretariat@kopernik.katowice.pl";"www.kopernik.katowice.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";24;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1067";"ziemski";"1.00";"WOJ. DOLNOŚLĄSKIE";34;190000045160;"V Liceum Ogólnokształcące";"59-300";"Lubin";"Komisji Edukacji Narodowej";"6";768497241;768497241;"zsziolubin@op.pl";"www.zszio.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";2;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"294";"ziemski";"4.00";"WOJ. PODKARPACKIE";76;190000014588;"Sportowe Liceum Ogółnokształcące";"38-207";"PRZYSIEKI";"-";"79";134429028;134429091;"trzcinica@poczta.onet.pl";"www.zstrzcinica.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";18;"wieś";"gmina wiejska";0;"A"
"1215";"ziemski";"6.00";"WOJ. POMORSKIE";178;190000051387;"Liceum Ogólnokształcące im. Mikołaja Kopernika";"76-270";"Ustka";"Bursztynowa";"12";598147106;598147106;"loustka@gmail.com";"http://eduapple.pl/loustka";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";22;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1886";"ziemski";"9.00";"WOJ. PODKARPACKIE";219;190000079943;"Zespół Szkół Publicznych Liceum Ogólnokształcące im. Stanisława Wyspiańskiego w Rymanowie";"38-480";"Rymanów";"Szkolna";"2";134355055;134355055;"lorymanow@interia.pl";"www.lorymanow.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";18;"miasto do 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"1723";"ziemski";"6.00";"WOJ. PODLASKIE";94;190000072151;"Liceum Ogólnokształcące z Litewskim Językiem Nauczania w Puńsku";"16-515";"Puńsk";"11 Marca";"16 A";875655736;875655736;"licpunsk@gmail.com";"zsopunsk.internetdsl.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";20;"wieś";"gmina wiejska";0;"A"
"1101";"ziemski";"3.00";"WOJ. DOLNOŚLĄSKIE";82;190000046374;"Liceum Ogólnokształcące";"57-220";"Ziębice";"Wojska Polskiego";"3";748191522;748191522;"zspziebice@interia.pl";"zspziebice.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";2;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"1146";"grodzki";"18.00";"WOJ. POMORSKIE";544;190000048790;"XV Liceum Ogólnokształcące";"80-460";"Gdańsk";"Pilotów";"7";585565401;585565401;"sekretariat@xvlo.gda.pl";"www.xvlo.gda.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";22;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1598";"ziemski";"9.00";"WOJ. LUBELSKIE";230;190000067911;"Liceum Ogólnokształcące";"24-140";"Nałęczów";"Bolesława Prusa";"13";815014562;815014728;"steffcio@poczta.fm";"www.zeromskilo.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";6;"miasto do 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"1952";"ziemski";"5.00";"WOJ. ŚWIĘTOKRZYSKIE";125;190000082725;"Liceum Ogólnokształcące w Bogorii";"28-210";"Bogoria";"Staszowska";"12";158674437;158674087;"gimbogoria@wp.pl";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";26;"wieś";"gmina wiejska";0;"A"
"912";"grodzki";"17.00";"WOJ. WIELKOPOLSKIE";527;190000039783;"I Liceum Ogólnokształcące im. Adama Asnyka w Kaliszu";"62-800";"Kalisz";"Grodzka";"1";627573403;627645269;"loasnyk@gmail.com";"www.asnyk.com.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1970";"grodzki";"21.00";"WOJ. WIELKOPOLSKIE";645;190000083578;"I Liceum Ogólnokształcące";"64-100";"Leszno";"Kurpińskiego";"1";655299425;655296259;"LO1@leszno.edu.pl";"www.lo1.leszno.edu.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"939";"ziemski";"3.00";"WOJ. WIELKOPOLSKIE";85;190000040425;"Liceum Ogólnokształcące";"62-410";"Zagórów";"Pyzderska";"75";632761113;632761113;"zsp11@poczta.onet.pl";"www.zspzag.republika.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto do 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"176";"grodzki";"14.00";"WOJ. ŁÓDZKIE";415;190000010548;"XV Liceum Ogólnokształcące";"91-204";"Łódź";"Traktorowa";"77";422529803;422529803;"sekretariat@xvlo.lodz.pl";"www.xvlo.lodz.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";10;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"544";"grodzki";"15.00";"WOJ. MAZOWIECKIE";458;190000024701;"XXII LO z Oddziałami Dwujęzycznymi";"01-884";"Warszawa";"Staffa";"111";228340357;228340357;"lo22@edu.um.warszawa.pl";"www.josemarti.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"69";"grodzki";"28.00";"WOJ. MAŁOPOLSKIE";960;190000005796;"X Liceum Ogólnokształcące";"31-148";"Kraków";"Wróblewskiego";"8";126331197;126331197;"lox@x-lo.krakow.pl";"www.x-lo.krakow.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1768";"grodzki";"10.00";"WOJ. LUBUSKIE";307;190000074646;"III Liceum Ogólnokształcące";"66-400";"Gorzów Wlkp.";"Warszawska";"18";957202400;957202149;"zso3@edu.gorzow.pl";"www.3lo.gorzow.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";8;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"621";"ziemski";"10.00";"WOJ. MAZOWIECKIE";208;190000027063;"Liceum Ogólnokształcące w Lipsku";"27-300";"Lipsko";"Zwoleńska";"12";483780137;NA;"mmejzner@gmail.com";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"671";"grodzki";"4.00";"WOJ. ŚLĄSKIE";81;190000028532;"V LIceum Ogólnokształcące im. Kamili Skolimowskiej";"41-902";"Bytom";"Powstańców Śląskich";"2";322811052;322811052;"sekretariat@zso3.bytom.pl";"zso3.bytom.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";24;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1178";"ziemski";"3.00";"WOJ. POMORSKIE";69;190000049959;"Sportowe Liceum Ogólnokształcące";"82-500";"Kwidzyn";"Słoneczna";"2";556451919;556451919;"2lo@powiatkwidzynski.pl";"www.2lokwidzyn.msi.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";22;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1485";"ziemski";"23.00";"WOJ. ŚWIĘTOKRZYSKIE";772;190000062512;"II Liceum Ogólnokształcące";"27-200";"Starachowice";"Szkolna";"12";412746062;412746062;"2lo.st.sekretariat@wp.pl";"www.2lo.starachowice.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";26;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1853";"ziemski";"4.00";"WOJ. MAŁOPOLSKIE";67;190000078201;"Liceum Ogólnokształcące w Słomnikach";"32-090";"Słomniki";"Świerczewskiego";"2";123881125;123880060;"zso@slomniki.pl";"www.zso.slomniki.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto do 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"934";"ziemski";"7.00";"WOJ. WIELKOPOLSKIE";151;190000040364;"Liceum Ogólnokształcące im.H. Sienkiewicza";"62-610";"Sompolno";"Gimnazjalna";"2";632714023;632714023;"zspsompolno@poczta.onet.pl";"www.zspsompolno.internetdsl.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto do 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"358";"ziemski";"3.00";"WOJ. PODKARPACKIE";106;190000016722;"III Liceum Ogólnokształcące";"37-100";"Łańcut";"Podzwierzyniec";"41";172252582;172250163;"sekretariat@zs2lancut.pl";"zs2lancut.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";18;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1458";"ziemski";"1.00";"WOJ. WARMIŃSKO-MAZURSKIE";25;190000061753;"IV Liceum Ogólnokształcące";"19-300";"Ełk";"Kajki";"4";876102362;876102362;"zs6@elk.edu.pl";"zs6.elk.edu.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";28;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"947";"ziemski";"6.00";"WOJ. WIELKOPOLSKIE";104;190000040681;"Liceum Ogólnokształcące";"63-930";"Jutrosin";"Wrocławska";"39";655471212;655471212;"zsoizjutrosin@op.pl";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto do 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"1925";"ziemski";"24.00";"WOJ. POMORSKIE";806;190000081733;"I Liceum Ogólnokształcące im. H. Derdowskiego w Kartuzach";"83-300";"Kartuzy";"Klasztorna";"4";586810434;586810434;"sekretariat@zso-kartuzy.edu.pl";"www.zso-kartuzy.edu.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";22;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"154";"ziemski";"6.00";"WOJ. MAŁOPOLSKIE";148;190000008883;"Liceum Ogólnokształcące w Szczucinie";"33-230";"Szczucin";"Wincentego Witosa";"2";146436421;146436421;"sekretariat@zsps.pl";"www.zsps.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto do 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"481";"grodzki";"18.00";"WOJ. MAZOWIECKIE";534;190000023283;"X Liceum Ogólnokształcące im. Królowej Jadwigi";"02-625";"Warszawa";"Woronicza";"8";228540910;228540911;"liceum10@xlowaw.x.pl";"www.krolowka.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"556";"ziemski";"14.00";"WOJ. MAZOWIECKIE";369;190000025308;"I Liceum Ogólnokształcące";"08-200";"Łosice";"Szkolna";"5";833573303;833573303;"lolosice@pro.onet.pl";"www.losice.strefa.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"340";"ziemski";"7.00";"WOJ. PODKARPACKIE";210;190000016222;"Liceum Ogólnokształcące Sportowe";"39-100";"Ropczyce";"Mickiewicza";"14";172218270;172218447;"zsropczyce@pro.onet.pl";"www.zsropczyce.edu.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";18;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"186";"grodzki";"9.00";"WOJ. ŁÓDZKIE";259;190000010719;"VIII LICEUM OGÓLNOKSZTAŁCĄCE";"90-225";"ŁÓDŹ";"POMORSKA";"105";426786522;426790806;"osemka@8lolodz.eu";"www.8lolodz.eu";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";10;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"911";"ziemski";"18.00";"WOJ. WIELKOPOLSKIE";596;190000039374;"II Liceum Ogólnokształcące";"63-400";"Ostrów Wielkopolski";"Wrocławska";"48";627385528;627385528;"reymontsekretariat@poczta.onet.pl";"2liceum.osw.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1084";"ziemski";"5.00";"WOJ. DOLNOŚLĄSKIE";142;190000045620;"Liceum Ogólnokształcące im. J. Lompy w Kudowie - Zdroju";"57-350";"Kudowa - Zdrój";"Zdrojowa";"22a";NA;NA;"";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";2;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"164";"ziemski";"18.00";"WOJ. ŁÓDZKIE";478;190000010327;"I Liceum Ogólnokształcące im. Jędrzeja Śniadeckiego";"95-200";"PABIANICE";"MONIUSZKI";"132";422149111;422149111;"1liceumpabianice@wp.pl";"www.lo1pab.nazwa.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";10;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1592";"ziemski";"2.00";"WOJ. LUBELSKIE";63;190000067810;"III Liceum Ogólnokształcace";"08-530";"Dęblin";"Wiślana";"3B";818830289;818832515;"zsznr2deblin@interia.pl";"www.zsz2deblin.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";6;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1345";"ziemski";"9.00";"WOJ. ZACHODNIOPOMORSKIE";250;190000057096;"LICEUM OGÓLNOKSZTAŁCĄCE IM. I ARMII WOJSKA POLSKIEGO";"78-500";"DRAWSKO POMORSKIE";"ZŁOCIENIECKA";"25";943632241;943632241;"liceumdrawsko@oswiata.org.pl";"www.lodrawsko.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";32;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
