"";"powiattyp_nazwa";"l_oddzialow_i";"wojewodztwo";"l_uczniow_i";"jedn_id";"jedn_nazwa";"jedn_kodpoczt";"jedn_poczta";"jedn_ulica";"jedn_domlokal";"jedn_telefon";"jedn_faks";"jedn_email";"jedn_www";"rodzaj_jednostki";"zespol";"organ_prowadzacy";"publiczna";"specyfika_jednostki";"zwiazanie";"wojew_gus";"klasa_wielkosci_miejscowosci";"rodzaj_gminy";"braki_oddzialy"
"1431";"grodzki";"6.00";"WOJ. WARMIŃSKO-MAZURSKIE";174;190000060864;"XI Liceum Ogólnokształcące";"10-444";"Olsztyn";"Kołobrzeska";"9";895331305;895331305;"lo11olsztyn@poczta.internetdsl.pl";"www.lo11olsztyn.internetdsl.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";28;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1432";"ziemski";"3.00";"WOJ. WARMIŃSKO-MAZURSKIE";73;190000061165;"LICEUM OGÓLNOKSZTAŁCĄCE";"11-440";"RESZEL";"ŁUKASIŃSKIEGO";"3";897550040;897550040;"rataj@zsreszel.pl";"www.rataj.reszel.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";28;"miasto do 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"1433";"ziemski";"13.00";"WOJ. WARMIŃSKO-MAZURSKIE";353;190000061174;"I Liceum Ogólnokształcące";"11-400";"KĘTRZYN";"Powstańców Warszawy";"2";897513237;897513237;"lo_ketrzyn.zso@poczta.onet.pl";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";28;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1434";"ziemski";"6.00";"WOJ. WARMIŃSKO-MAZURSKIE";100;190000061218;"Liceum Ogólnokształcące z Ukraińskim Językiem Nauczania w Górowie Iławeckim";"11-220";"Górowo Iławeckie";"Szkolna";"6";897611243;897611228;"licej@wp.pl";"szkolazdumka.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";28;"miasto do 5 tys.mieszkańców";"gmina miejska";0
"1435";"ziemski";"11.00";"WOJ. WARMIŃSKO-MAZURSKIE";307;190000061247;"Liceum Ogólnokształcące";"11-200";"Bartoszyce";"Słowackiego";"1";897622768;897622768;"zso@zso.bartoszyce.com.pl";"zso.bartoszyce.com.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";28;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1436";"ziemski";"14.00";"WOJ. WARMIŃSKO-MAZURSKIE";389;190000061250;"LIceum Ogólnokształcące";"11-200";"Bartoszyce";"Bohaterów Monte Cassino";"9";897622859;897622859;"lo@bartoszyce.info";"www.lo.bartoszyce.info";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";28;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1437";"ziemski";"6.00";"WOJ. WARMIŃSKO-MAZURSKIE";161;190000061260;"Liceum Ogólnokształcące w Górowie Iławeckim";"11-220";"Górowo Iławeckie";"Kard. St. Wyszyńskiego";"1";897611696;897611696;"zsgorowoil@wp.pl";"www.zsgorowoil.prv.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";28;"miasto do 5 tys.mieszkańców";"gmina miejska";0
"1438";"ziemski";"3.00";"WOJ. WARMIŃSKO-MAZURSKIE";31;190000061278;"II Liceum Ogólnokształcące Mistrzostwa Sportowego";"11-700";"Mrągowo";"Nadbrzeżna";"13";897417776;897413769;"baza.sekretariat@op.pl";"baza.mragowo.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";28;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1439";"ziemski";"17.00";"WOJ. WARMIŃSKO-MAZURSKIE";458;190000061280;"I Liceum Ogólnokształcące";"11-700";"Mrągowo";"Piotra Sobczyńskiego";"1a";897412420;897412420;"mraglo@wp.pl";"lo1mragowo.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";28;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1440";"ziemski";"8.00";"WOJ. WARMIŃSKO-MAZURSKIE";179;190000061309;"LICEUM OGÓLNOKSZTAŁCĄCE";"13-100";"Nidzica";"Jagiełły";"3";896252366;896252366;"zsziownidzicy@interia.pl";"zsziownidzicy.w.interia.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";28;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"1441";"ziemski";"15.00";"WOJ. WARMIŃSKO-MAZURSKIE";383;190000061332;"Liceum Ogólnokształcące";"13-100";"Nidzica";"Jagiełły";"1";896252171;896252567;"lo_nidzica@poczta.onet.pl";"www.lonidzica.of.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";28;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"1442";"ziemski";"1.00";"WOJ. WARMIŃSKO-MAZURSKIE";17;190000061336;"Liceum Ogólnokształcące";"13-113";"Janowo";"";"54";NA;NA;"";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";28;"wieś";"gmina wiejska";0
"1443";"ziemski";"1.00";"WOJ. WARMIŃSKO-MAZURSKIE";24;190000061347;"Liceum Ogólnokształcące";"14-100";"Ostróda";"Kardynała Stefana Wyszyńskiego";"2";896465278;894649141;"staszicostroda@poczta.onet.pl";"www.staszic.ostroda.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";28;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1444";"ziemski";"3.00";"WOJ. WARMIŃSKO-MAZURSKIE";88;190000061357;"Liceum Ogólnokształcące";"14-100";"OSTRÓDA";"SPORTOWA";"1";896463753;896463753;"zszostroda@poczta.onet.pl";"http://republika.pl/ekonomikostr";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";28;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1445";"ziemski";"18.00";"WOJ. WARMIŃSKO-MAZURSKIE";536;190000061366;"LICEUM OGÓLNOKSZTAŁCĄCE NR I IM.JANA BAŻYŃSKIEGO";"14-100";"OSTRÓDA";"DRWĘCKA";"2";896464151;896464151;"sekretariat@lo1.ostroda.pl";"";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";28;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1446";"ziemski";"14.00";"WOJ. WARMIŃSKO-MAZURSKIE";446;190000061396;"Liceum Ogólnokształcące Nr II im. Leona Kruczkowskiego w Morągu";"14-300";"Morąg";"11 Listopada";"7";897574012;897574012;"lomorag@poczta.fm";"www.zsl.internetdsl.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";28;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"1447";"ziemski";"3.00";"WOJ. WARMIŃSKO-MAZURSKIE";81;190000061400;"Liceum Ogólnokształcące Nr 1";"14-300";"Morąg";"Kujawska";"1";897572670;897572670;"mgzszio@poczta.onet.pl";"zsziomorag.internetdsl.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";28;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"1448";"ziemski";"14.00";"WOJ. WARMIŃSKO-MAZURSKIE";362;190000061422;"Zespół Szkół Ogólnokształcących";"19-500";"Gołdap";"Księdza Popiełuszki";"2";876150699;876151082;"logoldap@poczta.onet.pl";"logoldap.neteasy.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";28;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"1449";"ziemski";"13.00";"WOJ. WARMIŃSKO-MAZURSKIE";364;190000061452;"Liceum Ogólnokształcące";"11-600";"Węgorzewo";"Bolesława Prusa";"10";874272367;874272367;"liceum@wegorzewo.pl";"www.lowegorzewo.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";28;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"1450";"ziemski";"3.00";"WOJ. WARMIŃSKO-MAZURSKIE";81;190000061469;"Liceum Ogólnokształcące w Rozogach";"12-114";"Rozogi";"24 Stycznia";"13";897226512;897226512;"zsrozogi@interia.pl";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";28;"wieś";"gmina wiejska";0
"1451";"ziemski";"18.00";"WOJ. WARMIŃSKO-MAZURSKIE";417;190000061510;"I Liceum Ogólnokształcące";"11-500";"Giżycko";"Traugutta";"1";874282230;874282230;"lo1gizycko@poczta.onet.pl";"www.lo1.gizycko.edu.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";28;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1452";"ziemski";"17.00";"WOJ. WARMIŃSKO-MAZURSKIE";400;190000061522;"II Liceum Ogólnokształcące im. Gustawa Gizewiusza w Giżycku";"11-500";"Giżycko";"Sikorskiego";"3";874285543;874285543;"sekretariat1@poczta.onet.pl";"www.gizycko.pl/lo2";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";28;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1453";"ziemski";"3.00";"WOJ. WARMIŃSKO-MAZURSKIE";54;190000061625;"Samorządowe Liceum Ogólnokształcace";"11-510";"Wydminy";"Grunwaldzka";"94";874210028;874210028;"zsowydminy@interia.pl";"zsowydminy.mazury.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";28;"wieś";"gmina wiejska";0
"1454";"ziemski";"13.00";"WOJ. WARMIŃSKO-MAZURSKIE";369;190000061636;"I Liceum Ogólnokształcące";"12-200";"Pisz";"Sikorskiego";"15";874232587;874232587;"zso-pisz@oswiata.org.pl";"www:zso.pisz.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";28;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"1455";"ziemski";"10.00";"WOJ. WARMIŃSKO-MAZURSKIE";282;190000061646;"II Liceum Ogólnokształcące";"12-200";"Pisz";"Młodzieżowa";"26";874232143;874232143;"lo2pisz@neostrada.pl";"www.zs1.pisz.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";28;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"1456";"ziemski";"9.00";"WOJ. WARMIŃSKO-MAZURSKIE";219;190000061649;"Liceum Ogólnokształcące dla młodzieży";"12-250";"Orzysz";"Wojska Polskiego";"3";874237080;874237601;"lo@orzysz.pl";"www.lo.orzydz.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";28;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"1457";"ziemski";"13.00";"WOJ. WARMIŃSKO-MAZURSKIE";360;190000061731;"Liceum Ogolnokształcące im.Jana Kochanowskiego w Olecku";"19-400";"Olecko";"Kościuszki";"29";875234183;875234183;"";"www.lo.olecko.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";28;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"1458";"ziemski";"1.00";"WOJ. WARMIŃSKO-MAZURSKIE";25;190000061753;"IV Liceum Ogólnokształcące";"19-300";"Ełk";"Kajki";"4";876102362;876102362;"zs6@elk.edu.pl";"zs6.elk.edu.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";28;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1459";"ziemski";"22.00";"WOJ. WARMIŃSKO-MAZURSKIE";590;190000061782;"II Liceum Ogólnokształcące w Ełku";"19-300";"Ełk";"Sikorskiego";"7";876104323;876104323;"zs2@elk.edu.pl";"www.zs2.elk.edu.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";28;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1460";"ziemski";"22.00";"WOJ. WARMIŃSKO-MAZURSKIE";589;190000061803;"I Liceum Ogólnokształcące im.Stefana Żeromskiego";"19-300";"Ełk";"Piłsudskiego";"3";876103030;876103030;"lo1@elk.edu.pl";"lo1.elk.edu.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";28;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1461";"grodzki";"6.00";"WOJ. ŚWIĘTOKRZYSKIE";152;190000062011;"Liceum Ogólnokształcące im. św. Jadwigi Królowej";"25-365";"Kielce";"Słowackiego";"5";413435199;413446384;"sekretariat@nazaret.kielce.pl";"nazaret.kielce.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";26;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1462";"grodzki";"5.00";"WOJ. ŚWIĘTOKRZYSKIE";136;190000062017;"Katolickie Liceum Ogólnokształcące";"25-335";"KIELCE";"ŚW.STANISŁAWA KOSTKI";"17";NA;NA;"";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";26;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1463";"grodzki";"19.00";"WOJ. ŚWIĘTOKRZYSKIE";626;190000062182;"IV Liceum Ogólnokształcące im. Hanki Sawickiej";"25-314";"Kielce";"Radiowa";"1";413681170;413681172;"sekretariat@sawicka.kielce.pl";"www.sawicka.kielce.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";26;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1464";"grodzki";"23.00";"WOJ. ŚWIĘTOKRZYSKIE";748;190000062201;"I Liceum Ogólnokształcace im. Stefana Żeromskiego w Kielcach";"25-033";"Kielce";"Ściegiennego";"15";413612816;413612816;"lo1@zeromski.pl";"www.zeromski.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";26;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1465";"grodzki";"27.00";"WOJ. ŚWIĘTOKRZYSKIE";868;190000062202;"V Liceum Ogólnokształcące";"25-549";"Kielce";"Toporowskiego";"96";413624810;413624812;"vlokielce@neostrada.pl";"5lo-kielce.vipower.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";26;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1466";"grodzki";"28.00";"WOJ. ŚWIĘTOKRZYSKIE";915;190000062214;"II Liceum Ogólnokształcące im. Jana Śniadeckiego w Kielcach";"25-366";"Kielce";"Śniadeckich";"9";413687240;413680639;"sniadek@sniadek.pl";"www.sniadek.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";26;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1467";"grodzki";"15.00";"WOJ. ŚWIĘTOKRZYSKIE";493;190000062215;"III LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI INTEGRACYJNYMI";"25-613";"KIELCE";"JAGIELLOŃSKA";"4";413462052;413684649;"3lo@3lo.kielce.pl";"www.3lo.kielce.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";26;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1468";"grodzki";"21.00";"WOJ. ŚWIĘTOKRZYSKIE";723;190000062217;"VII Liceum Ogólnokształcące";"25-035";"Kielce";"Aleja Legionów";"4";413619912;413619912;"sekretariat@pilsudski.com.pl";"www.pilsudski.com.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";26;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1469";"grodzki";"11.93";"WOJ. ŚWIĘTOKRZYSKIE";349;190000062227;"X Liceum Ogólnokształcące im. Józefa Wybickiego";"25-734";"Kielce";"Jagiellońska";"90";413450851;413450853;"zsp1@poczta.onet.pl";"www.zsp1-kielce.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";26;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1470";"grodzki";"29.00";"WOJ. ŚWIĘTOKRZYSKIE";972;190000062235;"VI Liceum Ogólnokształcące im. Juliusza Słowackiego w Kielcach";"25-031";"Kielce";"Gagarina";"5";413615556;413613473;"slowacki@6lo-kielce.edu.pl";"www.6lo-kielce.edu.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";26;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1472";"grodzki";"5.00";"WOJ. ŚWIĘTOKRZYSKIE";134;190000062277;"VIII LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI INTEGRACYJNYMI W KIELCACH";"25-705";"KIELCE";"KRZEMIONKOWA";"1";413478850;413663324;"zso15@neostrada.pl";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";26;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1473";"ziemski";"3.00";"WOJ. ŚWIĘTOKRZYSKIE";96;190000062305;"IV Liceum Ogólnokształcące";"28-100";"Busko-Zdrój";"Mickiewicza";"23";413784386;413784515;"zsti@zsti.pl";"www.zsti.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";26;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"1474";"ziemski";"5.00";"WOJ. ŚWIĘTOKRZYSKIE";129;190000062335;"Liceum ogólnokształcące";"28-130";"Stopnica";"Kazimierza Wielkiego";"23 A";413779401;413779401;"zsp_stopnica@neostrada.pl";"www.zsp.stopnica.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";26;"wieś";"gmina wiejska";0
"1475";"ziemski";"7.00";"WOJ. ŚWIĘTOKRZYSKIE";229;190000062338;"III LICEUM OGÓLNOKSZTAŁCĄCE";"28-100";"BUSKO-ZDRÓJ";"MICKIEWICZA";"6";413787921;413787921;"zsp1busko6@wp.pl";"www.zsp1busko.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";26;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"1476";"ziemski";"3.00";"WOJ. ŚWIĘTOKRZYSKIE";76;190000062344;"II Liceum Ogólnokształcące";"28-100";"Busko-Zdrój";"Bohaterów Warszawy";"120";413782472;413788515;"zstio-busko@wp.pl";"zstio-busko.prv.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";26;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"1477";"ziemski";"21.00";"WOJ. ŚWIĘTOKRZYSKIE";557;190000062373;"I Liceum Ogólnokształcące im. M. Reja w Jędrzejowie";"28-300";"Jędrzejów";"11 Listopada";"37";413862387;413862387;"loreyjedrzejow@wp.pl";"www.liceumreja.risp.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";26;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"1478";"ziemski";"13.00";"WOJ. ŚWIĘTOKRZYSKIE";348;190000062381;"II Liceum Ogólnokształcące";"28-300";"Jędrzejów";"Przypkowskiego";"49";413862211;413862211;"poczta@zsp1.jedrzejow.com.pl";"zsp1.jedrzejow.com.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";26;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"1479";"ziemski";"8.00";"WOJ. ŚWIĘTOKRZYSKIE";177;190000062402;"Liceum Ogólnokształcące im. Marii Konopnickiej w Zespole";"28-330";"Wodzisław";"Szkolna";"4";413806018;413806018;"zspwodzislaw@poczta.onet.pl";"www.liceumwodzislaw.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";26;"wieś";"gmina wiejska";0
"1480";"ziemski";"3.00";"WOJ. ŚWIĘTOKRZYSKIE";89;190000062429;"Liceum Ogólnokształcące";"26-220";"Stąporków";"Stanisława Staszica";"4";NA;NA;"";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";26;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"1481";"ziemski";"18.00";"WOJ. ŚWIĘTOKRZYSKIE";528;190000062437;"II Liceum Ogólnokształcące w Końskich";"26-200";"Końskie";"Sportowa";"9";413722556;413722556;"lo2konskie@poczta.fm";"lo2konskie.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";26;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"1482";"ziemski";"18.00";"WOJ. ŚWIĘTOKRZYSKIE";526;190000062444;"I Liceum Ogólnokształcące im. Komisji Edukacji Narodowej w Końskich";"26-200";"Końskie";"kpt.Stoińskiego";"4";413723108;413723108;"lo1konskie@wp.pl";"lo1konskie.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";26;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"1484";"ziemski";"18.00";"WOJ. ŚWIĘTOKRZYSKIE";525;190000062500;"I Liceum Ogólnokształcące";"27-200";"Starachowice";"Radomska";"37";412747702;412747702;"lo1@lo1.starachowice.pl";"www.lo1.starachowice.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";26;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1485";"ziemski";"23.00";"WOJ. ŚWIĘTOKRZYSKIE";772;190000062512;"II Liceum Ogólnokształcące";"27-200";"Starachowice";"Szkolna";"12";412746062;412746062;"2lo.st.sekretariat@wp.pl";"www.2lo.starachowice.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";26;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1486";"ziemski";"5.00";"WOJ. ŚWIĘTOKRZYSKIE";149;190000062533;"III Liceum Ogólnokształcące z Oddziałami Integracyjnymi";"29-100";"Włoszczowa";"Wiśniowa";"23";413942777;413942777;"zsp3sekretariat@op.pl";"zsp3.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";26;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"1487";"ziemski";"18.00";"WOJ. ŚWIĘTOKRZYSKIE";526;190000062549;"I Liceum Ogólnokształcące";"26-110";"Skarżysko-Kamienna";"1-go Maja";"82";412513928;412511258;"ilo_ksiegowosc@op.pl";"www.slowacki.info.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";26;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1488";"ziemski";"18.00";"WOJ. ŚWIĘTOKRZYSKIE";513;190000062550;"II Liceum Ogólnokształcące im. Adama Mickiewicza w Skarżysku - Kamiennej";"26-110";"SKARŻYSKO - KAMIENNA";"Al. Marszałka Piłsudskiego";"50";412513970;412513970;"sekretariat@mickiewicz.net";"www.mickiewicz.net";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";26;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1489";"ziemski";"12.00";"WOJ. ŚWIĘTOKRZYSKIE";336;190000062551;"III Liceum Ogólnokształcące";"26-110";"Skarżysko-Kamienna";"Ekonomii";"7";412524040;412523340;"sko_3lo_sekr@interia.pl";"www.staszicliceum.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";26;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1490";"ziemski";"2.00";"WOJ. ŚWIĘTOKRZYSKIE";43;190000062609;"Liceum Ogólnokształcące im. Bartosza Głowackiego";"28-440";"Działoszyce";"Szkolna";"5";413526004;413526004;"zspliceum2@gazeta.pl";"zspdzialoszyce.nest.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";26;"miasto do 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"1491";"ziemski";"15.00";"WOJ. ŚWIĘTOKRZYSKIE";341;190000062618;"Liceum Ogólnokształcące im. Hugona Kołłątaja";"28-400";"Pińczów";"Nowy Świat";"2";413572843;413572843;"lopinczowdyrekcja@wp.pl";"www.lo.pinczow.com";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";26;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"1492";"ziemski";"16.00";"WOJ. ŚWIĘTOKRZYSKIE";441;190000062649;"Liceum Ogólnokształcące Nr II";"27-400";"Ostrowiec Świętokrzyski";"Jana Rosłońskiego";"1";412666162;412666162;"lo2sekretariat@o2.pl";"www.lo2.ostrowiec.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";26;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1493";"ziemski";"17.00";"WOJ. ŚWIĘTOKRZYSKIE";495;190000062660;"Liceum Ogólnokształcące nr III";"27-400";"Ostrowiec Świętokrzyski";"Sienkiewicza";"67";412621768;412664448;"lo3bronek@poczta.onet.pl";"www.broniewski.ostrowiec.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";26;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1494";"ziemski";"3.00";"WOJ. ŚWIĘTOKRZYSKIE";69;190000062668;"Liceum Ogólnokształcące";"27-415";"Kunów";"Fabryczna";"2";412611898;412611898;"zsmkun@poczta.onet.pl";"www.szkunow.nazwa.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";26;"miasto do 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"1495";"ziemski";"16.00";"WOJ. ŚWIĘTOKRZYSKIE";486;190000062675;"Liceum Ogólnokształcące Nr I";"27-400";"Ostrowiec Świętokrzyski";"Kilińskiego";"19";412654432;412655211;"staszic@bci.krakow.pl";"www.staszic.ostrowiec.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";26;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1496";"ziemski";"16.00";"WOJ. ŚWIĘTOKRZYSKIE";430;190000062677;"Liceum Ogólnokształcące nr IV";"27-400";"Ostrowiec Świętokrzyski";"Żeromskiego";"5";412624806;412624806;"liceumnorwid@wp.pl";"www.norwid4lo.ostrowiec.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";26;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1497";"ziemski";"3.00";"WOJ. ŚWIĘTOKRZYSKIE";73;190000062690;"Liceum Ogólnokształcące";"28-500";"Kazimierza Wielka";"Cudzynowice";"176";413521162;413521162;"zsrcudzynowice@vp.pl";"zsrcudzynowice.edu.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";26;"wieś";"gmina miejsko-wiejska";0
"1498";"ziemski";"4.00";"WOJ. ŚWIĘTOKRZYSKIE";111;190000062705;"Liceum Ogólnokształcące w Odonowie";"28-500";"Kazimierza Wielka";"Odonów";"54";413521173;413521173;"zszodonow@o2.pl";"www.zszodonow.edu.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";26;"wieś";"gmina miejsko-wiejska";0
